,SRR1463325,SRR1463326,SRR1463334,SRR1463335
AT3G55930,0,0,0,0
AT3G55940,0,0,0,0
AT3G55950,14,9,0,55
AT3G55960,400,174,132,107
AT3G55970,148,37,41,6
AT3G55980,6516,3043,12,173
AT3G55990,0,0,0,0
AT3G56000,36,4,0,0
AT3G56010,20,38,0,5
AT3G56020,52,27,18,7
AT3G56030,23,9,6,6
AT3G56040,939,589,117,125
AT3G56050,1808,796,740,743
AT3G56060,61,5,0,9
AT3G56070,6,27,1,4
AT3G56080,36,12,0,0
AT3G56085,0,0,0,0
AT3G56090,1146,1080,20,26
AT3G56100,5,1,1,0
AT3G56110,96,255,144,390
AT3G56120,51,23,0,3
AT3G56130,113,67,1,20
AT3G56140,286,290,73,47
AT3G56150,1016,340,2037,840
AT3G56160,162,65,53,8
AT3G56170,40,24,269,117
AT3G56180,0,0,0,0
AT3G56190,188,113,338,358
AT3G56200,86,30,1951,445
AT3G56210,41,4,19,64
AT3G56220,0,0,0,0
AT3G56230,0,0,0,0
AT3G56240,89,61,0,9
AT3G56250,0,4,11,70
AT3G56260,18,1,1,8
AT3G56270,3,15,0,2
AT3G56290,58,36,0,0
AT3G56300,0,22,0,0
AT3G56310,151,80,1332,436
AT3G56320,36,73,10,62
AT3G56330,1,8,0,0
AT3G56340,484,492,198,74
AT3G56350,0,0,0,0
AT3G56360,324,385,145,360
AT3G56370,61,48,1,10
AT3G56380,0,0,0,0
AT3G56390,0,0,0,0
AT3G56400,31,8,1,0
AT3G56408,164,56,15,147
AT3G56410,170,64,7,183
AT3G56420,0,0,0,0
AT3G56430,12,1,76,7
AT3G56440,21,0,0,4
AT3G56450,20,1,0,9
AT3G56460,223,39,76,98
AT3G56470,4,21,2,2
AT3G56480,20,18,7,0
AT3G56490,39,20,21,18
AT3G56500,0,0,0,0
AT3G56510,39,22,2,126
AT3G56520,0,0,0,0
AT3G56530,0,0,0,0
AT3G56540,0,0,0,0
AT3G56550,0,0,0,24
AT3G56560,0,0,0,0
AT3G56570,0,3,0,0
AT3G56580,23,56,71,29
AT3G56590,431,236,628,1386
AT3G56600,1,0,0,0
AT3G56610,0,0,0,0
AT3G56620,40,6,31,40
AT3G56630,34,28,3,51
AT3G56640,32,30,31,16
AT3G56650,92,49,1,0
AT3G56660,1,1,0,0
AT3G56670,0,0,0,0
AT3G56680,2123,739,214,1648
AT3G56690,40,15,0,19
AT3G56700,0,0,0,0
AT3G56705,0,0,0,0
AT3G56710,35,12,8,70
AT3G56720,43,19,93,70
AT3G56730,8,1,30,5
AT3G56740,42,7,0,81
AT3G56750,20,24,0,61
AT3G56760,47,24,190,42
AT3G56770,15,0,0,1
AT3G56780,4,2,0,0
AT3G56790,286,131,38,18
AT3G56800,716,451,971,526
AT3G56810,13,1,0,0
AT3G56820,11,1,30,8
AT3G56825,2,0,0,2
AT3G56830,9,15,0,2
AT3G56840,16,0,0,11
AT3G56850,34,31,8,175
AT3G56860,360,149,1435,330
AT3G56870,40,34,70,55
AT3G56880,263,130,7,4
AT3G56890,0,0,0,0
AT3G56891,0,0,0,0
AT3G56900,13,30,0,3
AT3G56910,722,586,11,10
AT3G56920,0,0,0,0
AT3G56930,13,16,13,24
AT3G56940,3617,3787,203,377
AT3G56950,148,127,180,101
AT3G56960,0,1,0,2
AT3G56970,0,0,0,0
AT3G56980,0,0,0,0
AT3G56990,64,73,113,68
AT3G57000,17,14,117,22
AT3G57010,34,0,77,0
AT3G57020,1028,360,6877,6326
AT3G57030,99,7,0,14
AT3G57040,38,53,2,4
AT3G57050,68,103,1,291
AT3G57060,16,31,0,6
AT3G57062,8,2,0,16
AT3G57070,316,271,641,664
AT3G57072,5,5,0,0
AT3G57080,150,121,0,18
AT3G57090,127,119,821,193
AT3G57100,0,0,0,0
AT3G57110,0,0,0,4
AT3G57120,132,83,303,132
AT3G57130,0,0,0,0
AT3G57140,16,31,1,17
AT3G57150,158,74,44,55
AT3G57157,0,0,0,0
AT3G57160,4,7,0,0
AT3G57170,94,121,16,68
AT3G57180,26,24,0,7
AT3G57190,47,6,0,10
AT3G57200,1,4,0,5
AT3G57210,0,0,0,0
AT3G57220,35,41,45,171
AT3G57230,26,23,8,1
AT3G57240,1,3,0,0
AT3G57250,0,0,0,0
AT3G57260,0,0,0,0
AT3G57270,0,0,0,0
AT3G57280,144,59,837,30
AT3G57290,774,752,298,163
AT3G57300,737,382,91,375
AT3G57310,0,0,0,0
AT3G57320,25,3,0,1
AT3G57330,643,237,988,559
AT3G57340,59,22,3,49
AT3G57350,88,33,0,0
AT3G57360,1,1,0,0
AT3G57370,0,0,0,0
AT3G57380,20,0,128,83
AT3G57390,14,10,14,36
AT3G57400,36,87,34,536
AT3G57410,571,305,302,434
AT3G57420,85,9,2,17
AT3G57430,42,38,0,26
AT3G57440,34,0,1,0
AT3G57450,288,142,86,69
AT3G57460,46,16,0,50
AT3G57470,246,123,5,43
AT3G57480,18,1,17,2
AT3G57490,4,5,3,3
AT3G57500,0,0,0,0
AT3G57510,0,0,0,0
AT3G57520,1819,712,15554,1180
AT3G57530,4249,1605,627,944
AT3G57540,0,0,0,0
AT3G57550,127,121,79,111
AT3G57560,20,16,75,0
AT3G57570,40,11,3,92
AT3G57580,0,3,0,2
AT3G57590,21,31,116,53
AT3G57600,5,4,54,127
AT3G57610,103,44,39,41
AT3G57620,0,0,0,0
AT3G57630,120,14,106,74
AT3G57640,15,0,0,0
AT3G57645,0,0,0,0
AT3G57650,198,94,26,151
AT3G57660,76,35,71,148
AT3G57670,0,0,0,0
AT3G57680,1,0,8,1
AT3G57690,0,0,0,0
AT3G57700,41,0,0,0
AT3G57710,70,9,10,36
AT3G57720,6,6,0,8
AT3G57730,1,2,1,0
AT3G57740,18,9,0,0
AT3G57750,126,77,677,158
AT3G57760,561,116,86,112
AT3G57765,0,0,0,0
AT3G57770,48,5,0,21
AT3G57780,7,9,1,0
AT3G57785,33,23,44,14
AT3G57790,21,12,0,1
AT3G57800,56,39,2,15
AT3G57810,108,47,371,161
AT3G57830,14,6,0,0
AT3G57840,0,0,0,0
AT3G57850,0,0,0,0
AT3G57860,20,26,0,0
AT3G57870,382,426,292,369
AT3G57880,1711,1065,401,793
AT3G57890,697,656,509,327
AT3G57900,10,0,0,0
AT3G57910,23,15,55,18
AT3G57920,24,11,3,0
AT3G57930,517,287,44,44
AT3G57940,14,10,9,9
AT3G57950,0,0,0,0
AT3G57958,0,0,0,0
AT3G57960,0,0,141,0
AT3G57965,45,1,0,21
AT3G57970,57,0,0,26
AT3G57980,23,25,2,5
AT3G57990,115,44,115,100
AT3G58000,0,0,0,10
AT3G58010,91,37,0,3
AT3G58020,15,45,0,14
AT3G58030,127,259,146,148
AT3G58035,0,0,0,0
AT3G58040,219,164,363,55
AT3G58050,85,60,12,197
AT3G58060,0,0,0,0
AT3G58070,0,0,0,0
AT3G58080,0,0,0,0
AT3G58090,1,2,0,1
AT3G58100,4,1,0,3
AT3G58110,151,117,158,81
AT3G58120,9,2,0,5
AT3G58130,17,11,3,7
AT3G58140,118,3403,1,32
AT3G58150,0,0,508,0
AT3G58160,48,3,0,26
AT3G58165,0,0,0,0
AT3G58170,27,45,143,20
AT3G58180,78,22,61,48
AT3G58190,0,0,0,0
AT3G58193,0,0,0,0
AT3G58196,0,0,0,0
AT3G58200,0,0,0,0
AT3G58210,0,0,0,0
AT3G58220,4,4,4,3
AT3G58230,0,0,0,0
AT3G58240,0,0,0,0
AT3G58250,0,0,0,0
AT3G58260,0,0,0,0
AT3G58270,0,0,0,0
AT3G58280,0,0,0,0
AT3G58290,0,0,0,0
AT3G58300,0,0,0,0
AT3G58310,0,0,0,0
AT3G58320,0,0,0,0
AT3G58330,0,0,0,0
AT3G58340,0,0,0,0
AT3G58350,0,0,0,0
AT3G58360,0,0,0,0
AT3G58370,0,0,0,0
AT3G58380,0,0,0,0
AT3G58390,0,0,2,1
AT3G58400,0,0,0,0
AT3G58410,0,0,0,0
AT3G58420,0,0,0,0
AT3G58430,0,0,0,1
AT3G58440,0,0,0,0
AT3G58450,0,0,0,0
AT3G58460,62,44,11,49
AT3G58470,27,16,29,15
AT3G58480,0,0,0,0
AT3G58490,238,184,645,351
AT3G58500,229,182,228,138
AT3G58510,197,65,243,162
AT3G58520,6,2,0,2
AT3G58530,41,20,117,11
AT3G58540,0,0,0,0
AT3G58550,0,0,0,0
AT3G58560,91,58,5,46
AT3G58570,54,78,257,119
AT3G58580,179,69,154,78
AT3G58590,58,51,0,2
AT3G58600,189,109,115,161
AT3G58610,1700,949,2,29
AT3G58620,151,72,5,424
AT3G58630,22,24,3,40
AT3G58640,164,107,515,360
AT3G58650,1,23,0,0
AT3G58660,37,43,165,92
AT3G58670,167,286,690,192
AT3G58676,0,0,0,0
AT3G58680,352,781,990,313
AT3G58690,2,2,0,0
AT3G58700,69,95,0,47
AT3G58710,12,1,5,0
AT3G58720,2,2,7,0
AT3G58730,237,99,336,138
AT3G58740,0,0,0,0
AT3G58750,806,291,3542,1432
AT3G58760,34,54,42,102
AT3G58770,19,12,0,16
AT3G58780,3,2,0,2
AT3G58790,51,31,24,108
AT3G58795,11,13,1,2
AT3G58800,14,2,69,18
AT3G58810,1,2,3,31
AT3G58820,0,33,0,0
AT3G58830,25,4,0,27
AT3G58840,43,7,33,8
AT3G58850,0,0,0,0
AT3G58860,0,0,0,0
AT3G58877,0,0,0,0
AT3G58880,0,0,0,0
AT3G58890,0,0,0,0
AT3G58900,7,13,0,0
AT3G58910,0,0,0,0
AT3G58920,2,0,0,0
AT3G58930,25,16,0,8
AT3G58940,26,0,0,0
AT3G58950,0,0,0,0
AT3G58960,0,0,0,0
AT3G58970,97,16,5,32
AT3G58980,30,2,0,14
AT3G58990,5,0,0,0
AT3G59000,2,10,0,16
AT3G59010,0,0,0,0
AT3G59020,744,487,509,279
AT3G59030,11,6,0,0
AT3G59040,185,124,92,59
AT3G59050,0,0,0,0
AT3G59052,0,0,0,0
AT3G59060,308,316,7,4
AT3G59068,0,0,0,0
AT3G59070,1,0,0,0
AT3G59080,254,84,59,41
AT3G59090,105,99,7,49
AT3G59100,77,16,4,11
AT3G59110,14,43,0,14
AT3G59120,19,2,0,0
AT3G59130,0,0,0,0
AT3G59140,218,53,641,782
AT3G59150,36,56,48,61
AT3G59160,0,0,0,0
AT3G59170,0,0,0,0
AT3G59180,0,0,0,0
AT3G59190,0,0,0,0
AT3G59200,21,0,0,0
AT3G59210,171,141,236,145
AT3G59220,110,114,97,126
AT3G59230,0,0,0,0
AT3G59240,0,0,0,0
AT3G59250,2,0,0,0
AT3G59260,0,0,0,0
AT3G59270,0,0,0,0
AT3G59280,227,75,218,258
AT3G59290,299,110,1684,544
AT3G59300,101,113,537,22
AT3G59310,41,142,437,10
AT3G59320,14,0,0,2
AT3G59330,9,1,0,0
AT3G59340,0,0,0,0
AT3G59350,1547,582,306,228
AT3G59360,34,15,52,19
AT3G59370,0,0,0,0
AT3G59380,66,51,10,134
AT3G59390,16,3,0,77
AT3G59400,160,97,1,59
AT3G59410,208,241,299,65
AT3G59415,0,0,0,0
AT3G59420,65,1,0,47
AT3G59430,8,6,0,33
AT3G59440,0,0,0,3
AT3G59450,2,0,0,1
AT3G59455,0,0,0,0
AT3G59460,0,0,0,0
AT3G59470,66,77,282,14
AT3G59480,0,4,0,1
AT3G59490,107,2,0,36
AT3G59500,152,31,21,16
AT3G59510,33,0,68,46
AT3G59520,25,26,9,264
AT3G59530,50,42,1,14
AT3G59540,751,353,16,36
AT3G59550,24,1,0,0
AT3G59570,28,3,25,21
AT3G59580,7,24,0,1
AT3G59590,0,0,0,0
AT3G59600,44,43,143,75
AT3G59610,0,0,0,0
AT3G59620,0,0,0,0
AT3G59630,28,5,3,20
AT3G59640,10,7,9,31
AT3G59650,9,2,0,4
AT3G59660,343,168,480,388
AT3G59670,0,0,0,0
AT3G59680,0,0,0,3
AT3G59690,14,1,23,55
AT3G59695,8,1,24,57
AT3G59700,56,3,171,150
AT3G59710,2,6,0,0
AT3G59730,0,0,0,0
AT3G59740,0,0,0,0
AT3G59750,8,2,0,1
AT3G59760,62,79,151,42
AT3G59765,52,49,96,27
AT3G59770,741,109,566,324
AT3G59780,736,416,0,3
AT3G59790,0,0,0,107
AT3G59800,4,9,191,15
AT3G59810,18,10,0,2
AT3G59820,74,25,56,22
AT3G59830,0,4,0,0
AT3G59840,2,0,0,2
AT3G59845,0,0,0,0
AT3G59850,0,0,0,0
AT3G59870,8,10,46,16
AT3G59880,5,0,5,5
AT3G59884,0,0,0,0
AT3G59890,17,2,0,0
AT3G59900,17,1,21,55
AT3G59910,160,68,7,35
AT3G59920,2299,883,2210,1850
AT3G59923,0,0,0,0
AT3G59926,0,0,0,0
AT3G59930,6,7,0,0
AT3G59940,1626,605,249,576
AT3G59950,208,150,265,188
AT3G59960,0,0,0,0
AT3G59970,714,349,4,45
AT3G59980,96,89,0,24
AT3G59990,672,222,92,431
AT3G60000,2,0,0,0
AT3G60010,0,0,0,0
AT3G60020,0,0,0,0
AT3G60030,758,480,762895,308
AT3G60040,15,38,310,21
AT3G60050,25,1,7,2
AT3G60060,0,0,0,0
AT3G60070,3,33,4,2
AT3G60075,0,0,0,0
AT3G60080,20,7,124,26
AT3G60090,0,0,0,0
AT3G60100,0,0,0,0
AT3G60110,107,28,127,207
AT3G60120,0,0,0,0
AT3G60130,226,91,109,126
AT3G60140,117,36,2695,691
AT3G60150,30,16,1,1
AT3G60160,0,5,0,0
AT3G60176,0,0,0,2
AT3G60180,12,1,0,22
AT3G60190,149,139,875,372
AT3G60200,25,45,13,12
AT3G60210,102,66,432,17
AT3G60220,11,4,3,0
AT3G60238,0,0,0,0
AT3G60240,474,218,554,315
AT3G60245,230,283,134,44
AT3G60250,314,124,340,352
AT3G60260,121,61,0,26
AT3G60270,0,0,0,0
AT3G60280,0,0,0,0
AT3G60286,7,2,1,20
AT3G60290,35,28,0,7
AT3G60300,650,395,704,376
AT3G60310,53,57,138,28
AT3G60318,10,1,4,0
AT3G60320,99,87,0,39
AT3G60328,0,0,0,0
AT3G60330,17,3,0,0
AT3G60340,163,78,158,116
AT3G60350,104,59,80,51
AT3G60360,8,17,5,19
AT3G60370,152,59,0,19
AT3G60380,6,22,159,13
AT3G60390,18,7,0,0
AT3G60400,47,4,39,15
AT3G60410,68,19,0,30
AT3G60420,68,12,0,6
AT3G60440,5,3,0,0
AT3G60450,60,36,26,39
AT3G60460,0,0,0,0
AT3G60470,0,0,0,0
AT3G60480,11,0,126,9
AT3G60490,0,0,0,0
AT3G60500,9,34,1,33
AT3G60510,39,10,0,10
AT3G60520,44,22,48,84
AT3G60530,84,53,0,4
AT3G60540,6,0,286,6
AT3G60550,0,0,0,0
AT3G60560,0,0,0,0
AT3G60570,0,0,0,0
AT3G60580,0,0,0,0
AT3G60590,56,19,667,34
AT3G60600,529,276,505,281
AT3G60620,12,2,0,2
AT3G60630,1,0,0,1
AT3G60640,5,1,10,3
AT3G60647,0,0,0,0
AT3G60650,2,0,0,0
AT3G60660,0,1,0,0
AT3G60670,3,1,0,0
AT3G60680,36,33,19,65
AT3G60690,27,6,0,2
AT3G60700,0,0,0,0
AT3G60710,0,0,0,0
AT3G60720,14,1,0,0
AT3G60730,7,5,0,0
AT3G60740,84,25,0,15
AT3G60750,7040,5869,1262,1567
AT3G60760,6,0,0,0
AT3G60770,96,195,148,17
AT3G60780,0,0,0,0
AT3G60790,0,0,0,0
AT3G60800,70,32,73,140
AT3G60805,0,0,0,0
AT3G60810,22,2,25,22
AT3G60820,605,62,598,221
AT3G60830,25,18,33,60
AT3G60840,5,18,0,0
AT3G60850,107,88,1781,94
AT3G60860,298,333,103,690
AT3G60870,0,0,0,0
AT3G60880,9,6,0,13
AT3G60890,0,0,0,0
AT3G60897,0,0,0,0
AT3G60900,0,0,0,0
AT3G60910,157,60,0,8
AT3G60920,34,21,0,13
AT3G60940,0,0,0,0
AT3G60950,0,0,0,0
AT3G60960,1,0,65,2
AT3G60961,7,0,0,3
AT3G60966,0,0,0,3
AT3G60970,0,0,0,0
AT3G60972,0,0,1,0
AT3G60980,3,0,0,26
AT3G60990,0,0,0,0
AT3G61010,82,27,25,6
AT3G61028,1,2,0,0
AT3G61030,0,0,0,0
AT3G61035,0,0,0,0
AT3G61040,0,0,0,0
AT3G61050,340,166,32,80
AT3G61060,156,101,164,71
AT3G61070,204,125,152,287
AT3G61080,142,106,128,0
AT3G61090,0,11,4,0
AT3G61100,1,5,0,0
AT3G61105,0,0,0,0
AT3G61110,23,19,3,11
AT3G61111,0,0,0,0
AT3G61113,1,0,0,0
AT3G61117,0,0,0,0
AT3G61118,0,0,0,0
AT3G61120,0,0,0,0
AT3G61130,285,137,331,209
AT3G61140,150,59,41,66
AT3G61150,142,88,8,27
AT3G61160,34,3,0,0
AT3G61170,10,0,0,0
AT3G61172,0,0,0,0
AT3G61175,0,0,0,0
AT3G61177,0,0,0,0
AT3G61180,109,23,291,73
AT3G61182,0,0,0,0
AT3G61190,45,16,38,44
AT3G61198,0,0,0,0
AT3G61200,75,27,3,30
AT3G61210,0,0,0,0
AT3G61220,71,38,1,14
AT3G61230,0,0,0,0
AT3G61240,175,83,40,79
AT3G61250,21,3,0,0
AT3G61260,224,160,116,109
AT3G61270,0,1,0,0
AT3G61280,0,0,0,0
AT3G61290,0,0,0,0
AT3G61300,28,19,0,0
AT3G61310,31,37,12,3
AT3G61320,2,2,0,23
AT3G61340,11,1,0,0
AT3G61350,17,8,0,8
AT3G61360,5,2,30,5
AT3G61370,10,0,26,0
AT3G61380,6,10,94,58
AT3G61389,0,0,0,0
AT3G61390,1,0,0,0
AT3G61400,4,0,0,0
AT3G61410,788,367,175,23
AT3G61415,189,58,1,44
AT3G61420,332,268,4,4
AT3G61430,412,921,0,7
AT3G61440,1172,3834,22,41
AT3G61450,0,0,0,0
AT3G61460,26,17,209,72
AT3G61470,9348,7936,777,205
AT3G61480,26,9,3,14
AT3G61490,2,0,0,0
AT3G61500,0,0,0,0
AT3G61510,0,0,0,0
AT3G61520,1,1,8,3
AT3G61530,25,97,7,2
AT3G61540,18,18,0,0
AT3G61545,0,0,0,0
AT3G61550,1,27,0,0
AT3G61560,29,18,3,121
AT3G61570,58,18,3,62
AT3G61571,0,0,0,0
AT3G61580,456,331,45,157
AT3G61590,15,4,0,9
AT3G61600,950,491,282,951
AT3G61610,18,41,0,25
AT3G61620,6,12,4,2
AT3G61630,4,22,1,60
AT3G61640,65,22,16,9
AT3G61650,15,0,0,0
AT3G61660,0,0,0,0
AT3G61670,80,40,27,17
AT3G61678,0,0,0,0
AT3G61680,3,5,13,55
AT3G61690,108,125,30,267
AT3G61700,140,23,29,87
AT3G61710,88,45,42,56
AT3G61715,0,0,0,0
AT3G61720,0,0,0,0
AT3G61723,0,0,0,0
AT3G61730,23,3,0,0
AT3G61740,212,157,672,105
AT3G61750,1,0,0,0
AT3G61755,0,0,0,0
AT3G61760,31,7,2,1
AT3G61763,0,0,0,0
AT3G61770,16,2,2,9
AT3G61780,13,30,105,0
AT3G61790,36,20,82,39
AT3G61800,142,51,144,114
AT3G61810,5,0,0,0
AT3G61820,49,19,77,28
AT3G61825,0,0,0,0
AT3G61826,0,0,0,0
AT3G61827,0,0,0,0
AT3G61829,0,0,0,0
AT3G61830,161,273,66,29
AT3G61840,0,0,0,0
AT3G61850,3,3,0,0
AT3G61860,141,50,136,108
AT3G61870,243,278,11,41
AT3G61880,0,0,0,1
AT3G61890,170,73,1,31
AT3G61897,0,0,0,0
AT3G61898,0,0,0,0
AT3G61900,0,0,0,0
AT3G61910,0,0,0,0
AT3G61920,0,0,0,0
AT3G61930,0,0,0,0
AT3G61940,0,0,0,0
AT3G61947,0,0,0,0
AT3G61950,0,0,0,0
AT3G61960,80,90,257,146
AT3G61962,0,0,0,0
AT3G61970,14,23,75,21
AT3G61980,43,57,99,12
AT3G61990,10,7,1,74
AT3G62000,64,42,1,13
AT3G62010,783,565,193,579
AT3G62020,0,0,0,0
AT3G62030,9117,6501,143,84
AT3G62040,1,0,0,0
AT3G62050,6,2,1,0
AT3G62060,13,9,0,1
AT3G62070,13,0,0,0
AT3G62080,81,15,7,29
AT3G62090,11,49,9,0
AT3G62097,0,0,0,0
AT3G62100,8,0,0,0
AT3G62110,37,8,0,1
AT3G62120,317,184,404,25
AT3G62130,86,26,20,29
AT3G62140,49,12,8,24
AT3G62150,284,135,241,143
AT3G62160,0,9,0,0
AT3G62170,0,0,0,0
AT3G62180,0,0,0,0
AT3G62190,588,256,342,103
AT3G62200,10,5,386,54
AT3G62210,0,0,0,0
AT3G62220,84,53,1,16
AT3G62230,5,0,0,0
AT3G62240,544,206,1583,694
AT3G62245,0,0,0,0
AT3G62250,195,174,65,38
AT3G62260,3414,1002,248,915
AT3G62270,10,5,0,1
AT3G62280,0,0,0,0
AT3G62285,0,0,0,0
AT3G62290,1525,770,376,738
AT3G62300,72,24,53,28
AT3G62310,140,100,68,117
AT3G62320,9,0,0,1
AT3G62330,30,79,97,39
AT3G62336,0,0,0,0
AT3G62340,0,0,0,0
AT3G62350,0,0,0,0
AT3G62360,162,158,123,189
AT3G62370,26,2,0,4
AT3G62380,0,0,0,0
AT3G62390,17,7,11,8
AT3G62400,266,102,1382,198
AT3G62410,72,63,0,11
AT3G62420,0,0,0,0
AT3G62422,0,0,0,0
AT3G62430,0,9,0,0
AT3G62440,0,0,0,0
AT3G62450,2,1,1,5
AT3G62460,1,0,0,5
AT3G62470,9,1,0,5
AT3G62499,0,0,0,0
AT3G62500,14,46,29,8
AT3G62510,0,1,0,0
AT3G62528,0,0,0,0
AT3G62530,74,88,91,1
AT3G62540,0,3,0,0
AT3G62550,7,1,0,0
AT3G62560,18,12,30,56
AT3G62570,1,4,0,1
AT3G62580,102,65,858,147
AT3G62590,89,59,45,92
AT3G62600,46,12,74,58
AT3G62610,0,0,0,0
AT3G62620,3,0,1,11
AT3G62630,12,0,0,0
AT3G62640,0,0,0,0
AT3G62650,97,43,29,74
AT3G62660,78,14,124,64
AT3G62670,0,0,0,0
AT3G62680,0,0,0,0
AT3G62690,0,10,0,0
AT3G62700,90,100,94,83
AT3G62710,6,0,0,0
AT3G62720,247,124,105,81
AT3G62730,0,0,0,0
AT3G62735,0,0,0,0
AT3G62740,0,0,0,2
AT3G62750,80,21,0,0
AT3G62760,0,0,0,0
AT3G62770,508,305,1247,989
AT3G62780,0,0,0,0
AT3G62790,23,647,21,20
AT3G62800,13,35,2,14
AT3G62810,1,4,0,0
AT3G62820,44,26,431,292
AT3G62830,327,147,1222,595
AT3G62840,139,55,6,52
AT3G62850,0,3,0,0
AT3G62860,10,10,9,85
AT3G62870,416,291,20,140
AT3G62880,35,54,32907,17
AT3G62890,27,0,0,12
AT3G62900,136,113,471,421
AT3G62907,0,0,0,0
AT3G62910,74,61,0,2
AT3G62920,16,3,5,11
AT3G62930,0,0,0,0
AT3G62940,12,69,11,28
AT3G62950,0,0,0,0
AT3G62960,0,0,0,0
AT3G62970,13,61,0,1
AT3G62980,168,165,6,93
AT3G62988,0,0,0,0
AT3G62990,0,0,0,0
AT3G63000,82,32,20,66
AT3G63003,0,0,0,0
AT3G63006,0,0,0,0
AT3G63010,626,185,658,489
AT3G63020,0,0,0,0
AT3G63030,0,13,0,0
AT3G63040,0,0,0,0
AT3G63050,0,0,0,0
AT3G63052,0,0,0,0
AT3G63060,108,46,84,191
AT3G63070,550,347,1223,545
AT3G63080,136,54,104,14
AT3G63088,0,0,0,0
AT3G63090,4,0,13,25
AT3G63095,0,0,0,0
AT3G63110,0,0,0,0
AT3G63120,71,59,1,38
AT3G63130,140,116,43,268
AT3G63140,524,819,70,97
AT3G63150,41,24,140,232
AT3G63160,284,63,0,1
AT3G63170,80,87,0,0
AT3G63180,153,41,234,124
AT3G63190,398,339,1,3
AT3G63200,8,3,0,1
AT3G63210,1,0,0,0
AT3G63220,26,7,4,54
AT3G63230,0,0,0,0
AT3G63233,0,0,0,0
AT3G63240,31,45,1,6
AT3G63250,22,2,6,0
AT3G63260,248,96,170,20
AT3G63270,16,0,0,17
AT3G63280,7,0,0,1
AT3G63290,1,0,0,0
AT3G63300,107,51,59,173
AT3G63310,284,248,799,1845
AT3G63320,4,4,38,0
AT3G63340,167,73,1654,137
AT3G63350,0,13,0,0
AT3G63360,0,0,0,0
AT3G63370,33,26,0,2
AT3G63375,1,0,0,0
AT3G63380,369,175,2819,1823
AT3G63390,42,57,93,57
AT3G63400,108,46,359,134
AT3G63410,596,379,3,30
AT3G63420,11,27,417,17
AT3G63430,12,0,0,0
AT3G63440,28,58,16,206
AT3G63445,10,74,6,568
AT3G63450,13,11,2,0
AT3G63460,1204,460,1117,1206
AT3G63470,60,17,0,0
AT3G63480,65,25,0,0
AT3G63490,942,1294,130,149
AT3G63500,687,331,170,215
AT3G63510,114,131,0,0
AT3G63520,2022,1074,45,238
AT3G63530,94,23,1,0
AT3G63540,50,26,6,18
AT3G66652,15,5,6,12
AT3G66654,79,32,304,63
AT3G66656,0,0,0,0
AT3G66658,25,9,0,18
AT4G00005,0,0,0,0
AT4G00020,32,31,0,0
AT4G00026,23,17,134,4
AT4G00030,20,4,8,17
AT4G00040,79,86,527,49
AT4G00050,58,81,0,0
AT4G00060,120,64,507,267
AT4G00070,1,0,0,0
AT4G00080,11,0,0,0
AT4G00085,0,0,0,0
AT4G00090,12,25,13,6
AT4G00100,230,258,9,47
AT4G00110,8,0,0,16
AT4G00120,0,0,0,0
AT4G00124,0,0,0,0
AT4G00130,0,0,0,0
AT4G00140,0,0,0,0
AT4G00150,92,29,0,0
AT4G00160,0,0,0,0
AT4G00165,3,26,0,0
AT4G00170,24,24,98,81
AT4G00180,50,38,0,39
AT4G00190,0,0,0,0
AT4G00200,0,12,0,0
AT4G00210,0,0,0,0
AT4G00220,0,0,0,0
AT4G00230,46,35,100,22
AT4G00231,39,4,0,6
AT4G00232,0,0,0,0
AT4G00234,0,0,0,0
AT4G00238,11,2,1,0
AT4G00240,42,1,816,37
AT4G00250,0,0,0,0
AT4G00260,0,6,0,0
AT4G00270,50,54,90,80
AT4G00280,0,0,2,0
AT4G00290,30,4,5,30
AT4G00300,914,377,429,260
AT4G00305,6,0,0,20
AT4G00310,0,0,0,0
AT4G00315,0,0,0,0
AT4G00320,0,0,0,0
AT4G00330,41,20,148,52
AT4G00335,59,8,41,6
AT4G00340,20,41,2,8
AT4G00342,0,1,0,0
AT4G00350,0,1,0,0
AT4G00355,43,74,5,17
AT4G00360,534,376,766,1123
AT4G00370,140,111,117,83
AT4G00380,7,1,7,0
AT4G00390,1,0,0,3
AT4G00400,33,27,5,23
AT4G00416,0,0,0,0
AT4G00420,21,54,29,4
AT4G00430,222,228,169,137
AT4G00440,189,42,83,111
AT4G00450,392,153,2329,662
AT4G00460,1,0,0,3
AT4G00467,0,0,0,0
AT4G00480,13,2,0,34
AT4G00490,427,281,481,578
AT4G00500,31,47,156,94
AT4G00520,71,75,21,5
AT4G00525,7,2,1,0
AT4G00530,6,0,0,0
AT4G00540,0,0,0,0
AT4G00550,2216,192,74,268
AT4G00560,339,246,12,15
AT4G00570,396,357,162,254
AT4G00580,0,0,0,0
AT4G00585,22,17,147,18
AT4G00590,46,4,0,30
AT4G00600,2,10,0,0
AT4G00610,0,0,0,0
AT4G00620,10,8,0,0
AT4G00630,209,111,96,225
AT4G00650,20,31,9,8
AT4G00651,0,0,0,0
AT4G00660,250,246,501,557
AT4G00670,58,5,39,9
AT4G00680,11,2,44,5
AT4G00690,4,0,225,0
AT4G00695,0,1,0,0
AT4G00700,53,24,0,0
AT4G00710,137,52,22,155
AT4G00720,316,207,96,384
AT4G00730,92,48,56,108
AT4G00740,53,82,77,63
